end_period_ts,open_interest,volume,price.close,price.close_dollars,price.high,price.high_dollars,price.low,price.low_dollars,price.max,price.max_dollars,price.mean,price.mean_dollars,price.min,price.min_dollars,price.open,price.open_dollars,price.previous,price.previous_dollars,yes_ask.close,yes_ask.close_dollars,yes_ask.high,yes_ask.high_dollars,yes_ask.low,yes_ask.low_dollars,yes_ask.open,yes_ask.open_dollars,yes_bid.close,yes_bid.close_dollars,yes_bid.high,yes_bid.high_dollars,yes_bid.low,yes_bid.low_dollars,yes_bid.open,yes_bid.open_dollars,market
1759982400,37848,3475138,77.0,0.7700,78.0,0.7800,76.0,0.7600,,,77.0,0.7771,,,77.0,0.7700,77.0,0.7700,77,0.7700,79,0.7900,77,0.7700,77,0.7700,76,0.7600,77,0.7700,76,0.7600,76,0.7600,KXNFLGAME-25OCT12LABAL-LA
1760068800,58023,3475138,79.0,0.7900,79.0,0.7900,76.0,0.7600,,,77.0,0.7740,,,77.0,0.7700,77.0,0.7700,79,0.7900,79,0.7900,77,0.7700,77,0.7700,76,0.7600,77,0.7700,76,0.7600,76,0.7600,KXNFLGAME-25OCT12LABAL-LA
1760155200,124237,3475138,77.0,0.7700,79.0,0.7900,76.0,0.7600,,,77.0,0.7707,,,76.0,0.7600,79.0,0.7900,77,0.7700,79,0.7900,77,0.7700,79,0.7900,76,0.7600,77,0.7700,76,0.7600,76,0.7600,KXNFLGAME-25OCT12LABAL-LA
1760241600,247458,3475138,77.0,0.7700,78.0,0.7800,76.0,0.7600,,,76.0,0.7670,,,77.0,0.7700,77.0,0.7700,77,0.7700,78,0.7800,77,0.7700,77,0.7700,76,0.7600,77,0.7700,76,0.7600,76,0.7600,KXNFLGAME-25OCT12LABAL-LA
1759723200,6327,3928323,26.0,0.2600,37.0,0.3700,14.0,0.1400,,,26.0,0.2688,,,37.0,0.3700,37.0,0.3700,26,0.2600,37,0.3700,24,0.2400,37,0.3700,24,0.2400,36,0.3600,14,0.1400,34,0.3400,KXNFLGAME-25OCT12LABAL-BAL
1759809600,37151,3928323,23.0,0.2300,26.0,0.2600,21.0,0.2100,,,23.0,0.2339,,,26.0,0.2600,26.0,0.2600,23,0.2300,36,0.3600,23,0.2300,26,0.2600,21,0.2100,24,0.2400,21,0.2100,24,0.2400,KXNFLGAME-25OCT12LABAL-BAL
1759896000,177917,3928323,24.0,0.2400,27.0,0.2700,21.0,0.2100,,,23.0,0.2314,,,23.0,0.2300,23.0,0.2300,24,0.2400,27,0.2700,22,0.2200,23,0.2300,23,0.2300,23,0.2300,21,0.2100,21,0.2100,KXNFLGAME-25OCT12LABAL-BAL
1759982400,253141,3928323,24.0,0.2400,24.0,0.2400,22.0,0.2200,,,23.0,0.2379,,,24.0,0.2400,24.0,0.2400,24,0.2400,25,0.2500,23,0.2300,24,0.2400,23,0.2300,23,0.2300,21,0.2100,23,0.2300,KXNFLGAME-25OCT12LABAL-BAL
1760068800,309356,3928323,24.0,0.2400,24.0,0.2400,21.0,0.2100,,,23.0,0.2396,,,24.0,0.2400,24.0,0.2400,24,0.2400,24,0.2400,23,0.2300,24,0.2400,22,0.2200,23,0.2300,21,0.2100,23,0.2300,KXNFLGAME-25OCT12LABAL-BAL
1760155200,373738,3928323,24.0,0.2400,24.0,0.2400,21.0,0.2100,,,23.0,0.2367,,,24.0,0.2400,24.0,0.2400,24,0.2400,24,0.2400,22,0.2200,24,0.2400,23,0.2300,23,0.2300,21,0.2100,22,0.2200,KXNFLGAME-25OCT12LABAL-BAL
1760241600,516191,3928323,25.0,0.2500,25.0,0.2500,22.0,0.2200,,,23.0,0.2376,,,24.0,0.2400,24.0,0.2400,25,0.2500,25,0.2500,23,0.2300,24,0.2400,24,0.2400,24,0.2400,22,0.2200,23,0.2300,KXNFLGAME-25OCT12LABAL-BAL
1759723200,925,2321180,37.0,0.3700,62.0,0.6200,25.0,0.2500,,,39.0,0.3954,,,39.0,0.3900,37.0,0.3700,38,0.3800,63,0.6300,26,0.2600,39,0.3900,28,0.2800,41,0.4100,20,0.2000,37,0.3700,KXNFLGAME-25OCT12NENO-NO
1759809600,56459,2321180,36.0,0.3600,39.0,0.3900,34.0,0.3400,,,37.0,0.3714,,,38.0,0.3800,37.0,0.3700,36,0.3600,39,0.3900,35,0.3500,38,0.3800,35,0.3500,37,0.3700,28,0.2800,28,0.2800,KXNFLGAME-25OCT12NENO-NO
1759896000,61365,2321180,38.0,0.3800,38.0,0.3800,35.0,0.3500,,,36.0,0.3653,,,36.0,0.3600,36.0,0.3600,38,0.3800,38,0.3800,36,0.3600,36,0.3600,37,0.3700,37,0.3700,35,0.3500,35,0.3500,KXNFLGAME-25OCT12NENO-NO
1759982400,64251,2321180,37.0,0.3700,38.0,0.3800,36.0,0.3600,,,37.0,0.3766,,,38.0,0.3800,38.0,0.3800,37,0.3700,38,0.3800,37,0.3700,38,0.3800,36,0.3600,37,0.3700,36,0.3600,37,0.3700,KXNFLGAME-25OCT12NENO-NO
1760068800,72588,2321180,37.0,0.3700,38.0,0.3800,36.0,0.3600,,,37.0,0.3720,,,37.0,0.3700,37.0,0.3700,37,0.3700,38,0.3800,37,0.3700,37,0.3700,36,0.3600,37,0.3700,36,0.3600,36,0.3600,KXNFLGAME-25OCT12NENO-NO
1760155200,88551,2321180,37.0,0.3700,37.0,0.3700,36.0,0.3600,,,36.0,0.3688,,,37.0,0.3700,37.0,0.3700,37,0.3700,38,0.3800,37,0.3700,37,0.3700,36,0.3600,36,0.3600,36,0.3600,36,0.3600,KXNFLGAME-25OCT12NENO-NO
1760241600,117461,2321180,36.0,0.3600,37.0,0.3700,34.0,0.3400,,,36.0,0.3604,,,37.0,0.3700,37.0,0.3700,36,0.3600,38,0.3800,35,0.3500,37,0.3700,35,0.3500,36,0.3600,34,0.3400,36,0.3600,KXNFLGAME-25OCT12NENO-NO
1759723200,3398,3228320,70.0,0.7000,73.0,0.7300,48.0,0.4800,,,63.0,0.6373,,,63.0,0.6300,63.0,0.6300,70,0.7000,73,0.7300,58,0.5800,63,0.6300,49,0.4900,64,0.6400,48,0.4800,61,0.6100,KXNFLGAME-25OCT12NENO-NE
1759809600,37309,3228320,66.0,0.6600,71.0,0.7100,61.0,0.6100,,,65.0,0.6548,,,70.0,0.7000,70.0,0.7000,66,0.6600,71,0.7100,63,0.6300,70,0.7000,65,0.6500,65,0.6500,48,0.4800,49,0.4900,KXNFLGAME-25OCT12NENO-NE
1759896000,86712,3228320,63.0,0.6300,66.0,0.6600,62.0,0.6200,,,64.0,0.6487,,,66.0,0.6600,66.0,0.6600,63,0.6300,66,0.6600,63,0.6300,66,0.6600,62,0.6200,65,0.6500,62,0.6200,65,0.6500,KXNFLGAME-25OCT12NENO-NE
1759982400,112308,3228320,64.0,0.6400,64.0,0.6400,62.0,0.6200,,,63.0,0.6324,,,63.0,0.6300,63.0,0.6300,64,0.6400,64,0.6400,63,0.6300,63,0.6300,63,0.6300,63,0.6300,62,0.6200,62,0.6200,KXNFLGAME-25OCT12NENO-NE
1760068800,144295,3228320,64.0,0.6400,64.0,0.6400,62.0,0.6200,,,63.0,0.6397,,,64.0,0.6400,64.0,0.6400,64,0.6400,64,0.6400,63,0.6300,64,0.6400,63,0.6300,63,0.6300,62,0.6200,63,0.6300,KXNFLGAME-25OCT12NENO-NE
1760155200,212928,3228320,64.0,0.6400,64.0,0.6400,63.0,0.6300,,,63.0,0.6397,,,64.0,0.6400,64.0,0.6400,64,0.6400,64,0.6400,64,0.6400,64,0.6400,63,0.6300,63,0.6300,63,0.6300,63,0.6300,KXNFLGAME-25OCT12NENO-NE
1760241600,295935,3228320,65.0,0.6500,66.0,0.6600,63.0,0.6300,,,64.0,0.6465,,,64.0,0.6400,64.0,0.6400,65,0.6500,66,0.6600,64,0.6400,64,0.6400,64,0.6400,65,0.6500,63,0.6300,63,0.6300,KXNFLGAME-25OCT12NENO-NE
1759723200,12465,3154136,73.0,0.7300,84.0,0.8400,40.0,0.4000,,,71.0,0.7158,,,64.0,0.6400,65.0,0.6500,73,0.7300,84,0.8400,64,0.6400,64,0.6400,69,0.6900,71,0.7100,40,0.4000,62,0.6200,KXNFLGAME-25OCT12ARIIND-IND
1759809600,22734,3154136,74.0,0.7400,74.0,0.7400,68.0,0.6800,,,72.0,0.7213,,,73.0,0.7300,73.0,0.7300,74,0.7400,84,0.8400,70,0.7000,73,0.7300,73,0.7300,73,0.7300,66,0.6600,69,0.6900,KXNFLGAME-25OCT12ARIIND-IND
1759896000,32646,3154136,74.0,0.7400,74.0,0.7400,73.0,0.7300,,,73.0,0.7383,,,74.0,0.7400,74.0,0.7400,74,0.7400,74,0.7400,73,0.7300,74,0.7400,73,0.7300,73,0.7300,71,0.7100,73,0.7300,KXNFLGAME-25OCT12ARIIND-IND
1759982400,62474,3154136,76.0,0.7600,76.0,0.7600,73.0,0.7300,,,74.0,0.7462,,,74.0,0.7400,74.0,0.7400,76,0.7600,76,0.7600,74,0.7400,74,0.7400,74,0.7400,75,0.7500,72,0.7200,73,0.7300,KXNFLGAME-25OCT12ARIIND-IND
1760068800,71021,3154136,77.0,0.7700,77.0,0.7700,74.0,0.7400,,,76.0,0.7634,,,76.0,0.7600,76.0,0.7600,77,0.7700,77,0.7700,75,0.7500,76,0.7600,75,0.7500,76,0.7600,74,0.7400,74,0.7400,KXNFLGAME-25OCT12ARIIND-IND
1760155200,98706,3154136,76.0,0.7600,77.0,0.7700,75.0,0.7500,,,76.0,0.7648,,,77.0,0.7700,77.0,0.7700,76,0.7600,77,0.7700,76,0.7600,77,0.7700,75,0.7500,76,0.7600,75,0.7500,75,0.7500,KXNFLGAME-25OCT12ARIIND-IND
1760241600,177414,3154136,81.0,0.8100,81.0,0.8100,75.0,0.7500,,,78.0,0.7803,,,76.0,0.7600,76.0,0.7600,81,0.8100,81,0.8100,76,0.7600,76,0.7600,79,0.7900,80,0.8000,75,0.7500,75,0.7500,KXNFLGAME-25OCT12ARIIND-IND
1759723200,1740,4783504,31.0,0.3100,49.0,0.4900,15.0,0.1500,,,30.0,0.3020,,,35.0,0.3500,36.0,0.3600,31,0.3100,60,0.6000,30,0.3000,36,0.3600,27,0.2700,35,0.3500,15,0.1500,35,0.3500,KXNFLGAME-25OCT12ARIIND-ARI
1759809600,22577,4783504,27.0,0.2700,32.0,0.3200,26.0,0.2600,,,28.0,0.2866,,,31.0,0.3100,31.0,0.3100,27,0.2700,60,0.6000,27,0.2700,31,0.3100,26,0.2600,30,0.3000,26,0.2600,27,0.2700,KXNFLGAME-25OCT12ARIIND-ARI
1759896000,50509,4783504,26.0,0.2600,29.0,0.2900,25.0,0.2500,,,26.0,0.2673,,,27.0,0.2700,27.0,0.2700,26,0.2600,29,0.2900,26,0.2600,27,0.2700,25,0.2500,27,0.2700,25,0.2500,26,0.2600,KXNFLGAME-25OCT12ARIIND-ARI
1759982400,63801,4783504,26.0,0.2600,26.0,0.2600,25.0,0.2500,,,25.0,0.2596,,,26.0,0.2600,26.0,0.2600,26,0.2600,26,0.2600,26,0.2600,26,0.2600,25,0.2500,25,0.2500,25,0.2500,25,0.2500,KXNFLGAME-25OCT12ARIIND-ARI
1760068800,109379,4783504,26.0,0.2600,26.0,0.2600,25.0,0.2500,,,25.0,0.2576,,,26.0,0.2600,26.0,0.2600,26,0.2600,26,0.2600,26,0.2600,26,0.2600,25,0.2500,25,0.2500,25,0.2500,25,0.2500,KXNFLGAME-25OCT12ARIIND-ARI
1760155200,160848,4783504,25.0,0.2500,26.0,0.2600,23.0,0.2300,,,24.0,0.2491,,,26.0,0.2600,26.0,0.2600,25,0.2500,26,0.2600,24,0.2400,26,0.2600,24,0.2400,25,0.2500,23,0.2300,25,0.2500,KXNFLGAME-25OCT12ARIIND-ARI
1760241600,214042,4783504,21.0,0.2100,26.0,0.2600,19.0,0.1900,,,22.0,0.2290,,,25.0,0.2500,25.0,0.2500,21,0.2100,26,0.2600,20,0.2000,25,0.2500,20,0.2000,25,0.2500,19,0.1900,24,0.2400,KXNFLGAME-25OCT12ARIIND-ARI
1759723200,31843,9883262,24.0,0.2400,43.0,0.4300,14.0,0.1400,,,27.0,0.2756,,,30.0,0.3000,30.0,0.3000,24,0.2400,44,0.4400,24,0.2400,32,0.3200,23,0.2300,29,0.2900,13,0.1300,29,0.2900,KXNFLGAME-25OCT12DENNYJ-NYJ
1759809600,75116,9883262,23.0,0.2300,25.0,0.2500,22.0,0.2200,,,23.0,0.2317,,,24.0,0.2400,24.0,0.2400,23,0.2300,25,0.2500,23,0.2300,24,0.2400,22,0.2200,23,0.2300,21,0.2100,23,0.2300,KXNFLGAME-25OCT12DENNYJ-NYJ
1759896000,121225,9883262,23.0,0.2300,23.0,0.2300,22.0,0.2200,,,22.0,0.2293,,,23.0,0.2300,23.0,0.2300,23,0.2300,23,0.2300,23,0.2300,23,0.2300,22,0.2200,22,0.2200,22,0.2200,22,0.2200,KXNFLGAME-25OCT12DENNYJ-NYJ
1759982400,182440,9883262,24.0,0.2400,24.0,0.2400,22.0,0.2200,,,23.0,0.2343,,,23.0,0.2300,23.0,0.2300,24,0.2400,24,0.2400,23,0.2300,23,0.2300,23,0.2300,23,0.2300,22,0.2200,22,0.2200,KXNFLGAME-25OCT12DENNYJ-NYJ
1760068800,355600,9883262,24.0,0.2400,24.0,0.2400,22.0,0.2200,,,23.0,0.2357,,,24.0,0.2400,24.0,0.2400,24,0.2400,24,0.2400,23,0.2300,24,0.2400,23,0.2300,23,0.2300,22,0.2200,23,0.2300,KXNFLGAME-25OCT12DENNYJ-NYJ
1760155200,619801,9883262,24.0,0.2400,25.0,0.2500,22.0,0.2200,,,23.0,0.2393,,,24.0,0.2400,24.0,0.2400,24,0.2400,25,0.2500,23,0.2300,24,0.2400,23,0.2300,24,0.2400,22,0.2200,23,0.2300,KXNFLGAME-25OCT12DENNYJ-NYJ
1760241600,890791,9883262,24.0,0.2400,24.0,0.2400,23.0,0.2300,,,23.0,0.2385,,,24.0,0.2400,24.0,0.2400,24,0.2400,24,0.2400,24,0.2400,24,0.2400,23,0.2300,23,0.2300,23,0.2300,23,0.2300,KXNFLGAME-25OCT12DENNYJ-NYJ
1759723200,16906,8631418,77.0,0.7700,88.0,0.8800,59.0,0.5900,,,75.0,0.7529,,,71.0,0.7100,71.0,0.7100,77,0.7700,88,0.8800,71,0.7100,71,0.7100,75,0.7500,76,0.7600,56,0.5600,70,0.7000,KXNFLGAME-25OCT12DENNYJ-DEN
1759809600,34750,8631418,78.0,0.7800,78.0,0.7800,75.0,0.7500,,,77.0,0.7771,,,77.0,0.7700,77.0,0.7700,78,0.7800,80,0.8000,76,0.7600,77,0.7700,77,0.7700,77,0.7700,73,0.7300,75,0.7500,KXNFLGAME-25OCT12DENNYJ-DEN
1759896000,54464,8631418,78.0,0.7800,78.0,0.7800,77.0,0.7700,,,77.0,0.7773,,,78.0,0.7800,78.0,0.7800,78,0.7800,78,0.7800,78,0.7800,78,0.7800,77,0.7700,77,0.7700,77,0.7700,77,0.7700,KXNFLGAME-25OCT12DENNYJ-DEN
1759982400,135518,8631418,78.0,0.7800,78.0,0.7800,76.0,0.7600,,,77.0,0.7729,,,78.0,0.7800,78.0,0.7800,78,0.7800,78,0.7800,77,0.7700,78,0.7800,77,0.7700,77,0.7700,76,0.7600,77,0.7700,KXNFLGAME-25OCT12DENNYJ-DEN
1760068800,196462,8631418,77.0,0.7700,78.0,0.7800,76.0,0.7600,,,77.0,0.7718,,,78.0,0.7800,78.0,0.7800,77,0.7700,79,0.7900,77,0.7700,78,0.7800,76,0.7600,77,0.7700,76,0.7600,77,0.7700,KXNFLGAME-25OCT12DENNYJ-DEN
1760155200,266309,8631418,77.0,0.7700,78.0,0.7800,75.0,0.7500,,,77.0,0.7721,,,77.0,0.7700,77.0,0.7700,77,0.7700,78,0.7800,76,0.7600,77,0.7700,76,0.7600,77,0.7700,75,0.7500,76,0.7600,KXNFLGAME-25OCT12DENNYJ-DEN
1760241600,429744,8631418,77.0,0.7700,77.0,0.7700,76.0,0.7600,,,76.0,0.7684,,,77.0,0.7700,77.0,0.7700,77,0.7700,77,0.7700,77,0.7700,77,0.7700,76,0.7600,76,0.7600,76,0.7600,76,0.7600,KXNFLGAME-25OCT12DENNYJ-DEN
1759550400,1184,26087486,77.0,0.7700,79.0,0.7900,3.0,0.0300,,,76.0,0.7604,,,76.0,0.7600,,,77,0.7700,99,0.9900,4,0.0400,99,0.9900,76,0.7600,77,0.7700,0,0.0000,0,0.0000,KXNFLGAME-25OCT09PHINYG-PHI
1759636800,2363,26087486,77.0,0.7700,77.0,0.7700,76.0,0.7600,,,76.0,0.7695,,,77.0,0.7700,77.0,0.7700,77,0.7700,79,0.7900,77,0.7700,77,0.7700,76,0.7600,76,0.7600,76,0.7600,76,0.7600,KXNFLGAME-25OCT09PHINYG-PHI
1759723200,59830,26087486,77.0,0.7700,82.0,0.8200,76.0,0.7600,,,77.0,0.7715,,,77.0,0.7700,77.0,0.7700,77,0.7700,82,0.8200,77,0.7700,77,0.7700,76,0.7600,77,0.7700,75,0.7500,76,0.7600,KXNFLGAME-25OCT09PHINYG-PHI
1759809600,255463,26087486,78.0,0.7800,78.0,0.7800,76.0,0.7600,,,77.0,0.7783,,,77.0,0.7700,77.0,0.7700,78,0.7800,79,0.7900,77,0.7700,77,0.7700,77,0.7700,77,0.7700,76,0.7600,76,0.7600,KXNFLGAME-25OCT09PHINYG-PHI
1759896000,409511,26087486,77.0,0.7700,78.0,0.7800,77.0,0.7700,,,77.0,0.7794,,,78.0,0.7800,78.0,0.7800,78,0.7800,78,0.7800,78,0.7800,78,0.7800,77,0.7700,77,0.7700,77,0.7700,77,0.7700,KXNFLGAME-25OCT09PHINYG-PHI
1759982400,911089,26087486,79.0,0.7900,79.0,0.7900,77.0,0.7700,,,78.0,0.7860,,,78.0,0.7800,77.0,0.7700,79,0.7900,79,0.7900,78,0.7800,78,0.7800,78,0.7800,78,0.7800,77,0.7700,77,0.7700,KXNFLGAME-25OCT09PHINYG-PHI
1759550400,250,19882009,23.0,0.2300,93.0,0.9300,3.0,0.0300,,,29.0,0.2924,,,33.0,0.3300,,,23,0.2300,99,0.9900,23,0.2300,99,0.9900,22,0.2200,93,0.9300,0,0.0000,0,0.0000,KXNFLGAME-25OCT09PHINYG-NYG
1759636800,5651,19882009,24.0,0.2400,24.0,0.2400,23.0,0.2300,,,23.0,0.2311,,,23.0,0.2300,23.0,0.2300,24,0.2400,25,0.2500,23,0.2300,23,0.2300,23,0.2300,23,0.2300,22,0.2200,22,0.2200,KXNFLGAME-25OCT09PHINYG-NYG
1759723200,14265,19882009,24.0,0.2400,27.0,0.2700,18.0,0.1800,,,21.0,0.2190,,,24.0,0.2400,24.0,0.2400,24,0.2400,38,0.3800,21,0.2100,24,0.2400,23,0.2300,25,0.2500,10,0.1000,23,0.2300,KXNFLGAME-25OCT09PHINYG-NYG
1759809600,124136,19882009,23.0,0.2300,25.0,0.2500,22.0,0.2200,,,23.0,0.2302,,,24.0,0.2400,24.0,0.2400,23,0.2300,25,0.2500,23,0.2300,24,0.2400,22,0.2200,23,0.2300,22,0.2200,23,0.2300,KXNFLGAME-25OCT09PHINYG-NYG
1759896000,342706,19882009,24.0,0.2400,24.0,0.2400,22.0,0.2200,,,23.0,0.2324,,,23.0,0.2300,23.0,0.2300,24,0.2400,24,0.2400,23,0.2300,23,0.2300,23,0.2300,23,0.2300,22,0.2200,22,0.2200,KXNFLGAME-25OCT09PHINYG-NYG
1759982400,598641,19882009,22.0,0.2200,24.0,0.2400,21.0,0.2100,,,22.0,0.2244,,,23.0,0.2300,24.0,0.2400,22,0.2200,24,0.2400,22,0.2200,24,0.2400,21,0.2100,23,0.2300,21,0.2100,23,0.2300,KXNFLGAME-25OCT09PHINYG-NYG
1759204800,62270,29934749,66.0,0.6600,66.0,0.6600,61.0,0.6100,,,63.0,0.6385,,,63.0,0.6300,63.0,0.6300,65,0.6500,70,0.7000,61,0.6100,63,0.6300,64,0.6400,64,0.6400,59,0.5900,59,0.5900,KXNFLGAME-25OCT06KCJAC-KC
1759291200,118085,29934749,65.0,0.6500,66.0,0.6600,63.0,0.6300,,,65.0,0.6506,,,65.0,0.6500,66.0,0.6600,65,0.6500,66,0.6600,64,0.6400,65,0.6500,63,0.6300,65,0.6500,63,0.6300,64,0.6400,KXNFLGAME-25OCT06KCJAC-KC
1759377600,144828,29934749,64.0,0.6400,65.0,0.6500,63.0,0.6300,,,64.0,0.6466,,,65.0,0.6500,65.0,0.6500,64,0.6400,65,0.6500,64,0.6400,65,0.6500,63,0.6300,64,0.6400,63,0.6300,63,0.6300,KXNFLGAME-25OCT06KCJAC-KC
1759464000,209428,29934749,64.0,0.6400,64.0,0.6400,63.0,0.6300,,,63.0,0.6395,,,64.0,0.6400,64.0,0.6400,64,0.6400,64,0.6400,64,0.6400,64,0.6400,63,0.6300,63,0.6300,63,0.6300,63,0.6300,KXNFLGAME-25OCT06KCJAC-KC
1759550400,279395,29934749,64.0,0.6400,64.0,0.6400,63.0,0.6300,,,63.0,0.6399,,,64.0,0.6400,64.0,0.6400,64,0.6400,64,0.6400,64,0.6400,64,0.6400,63,0.6300,63,0.6300,63,0.6300,63,0.6300,KXNFLGAME-25OCT06KCJAC-KC
1759636800,340881,29934749,64.0,0.6400,64.0,0.6400,63.0,0.6300,,,63.0,0.6386,,,63.0,0.6300,64.0,0.6400,64,0.6400,64,0.6400,64,0.6400,64,0.6400,63,0.6300,63,0.6300,63,0.6300,63,0.6300,KXNFLGAME-25OCT06KCJAC-KC
1759723200,1633010,29934749,65.0,0.6500,65.0,0.6500,63.0,0.6300,,,64.0,0.6466,,,64.0,0.6400,64.0,0.6400,65,0.6500,65,0.6500,64,0.6400,64,0.6400,64,0.6400,64,0.6400,63,0.6300,63,0.6300,KXNFLGAME-25OCT06KCJAC-KC
1759204800,17861,29088340,37.0,0.3700,41.0,0.4100,36.0,0.3600,,,38.0,0.3881,,,41.0,0.4100,41.0,0.4100,38,0.3800,41,0.4100,37,0.3700,41,0.4100,36,0.3600,39,0.3900,30,0.3000,37,0.3700,KXNFLGAME-25OCT06KCJAC-JAC
1759291200,31010,29088340,37.0,0.3700,38.0,0.3800,35.0,0.3500,,,37.0,0.3705,,,37.0,0.3700,37.0,0.3700,37,0.3700,38,0.3800,35,0.3500,38,0.3800,36,0.3600,36,0.3600,34,0.3400,36,0.3600,KXNFLGAME-25OCT06KCJAC-JAC
1759377600,48060,29088340,37.0,0.3700,37.0,0.3700,35.0,0.3500,,,36.0,0.3688,,,37.0,0.3700,37.0,0.3700,37,0.3700,38,0.3800,36,0.3600,37,0.3700,36,0.3600,36,0.3600,35,0.3500,36,0.3600,KXNFLGAME-25OCT06KCJAC-JAC
1759464000,67801,29088340,37.0,0.3700,38.0,0.3800,35.0,0.3500,,,36.0,0.3694,,,38.0,0.3800,37.0,0.3700,37,0.3700,38,0.3800,36,0.3600,37,0.3700,36,0.3600,37,0.3700,35,0.3500,36,0.3600,KXNFLGAME-25OCT06KCJAC-JAC
1759550400,102779,29088340,37.0,0.3700,37.0,0.3700,36.0,0.3600,,,36.0,0.3693,,,37.0,0.3700,37.0,0.3700,37,0.3700,37,0.3700,37,0.3700,37,0.3700,36,0.3600,36,0.3600,36,0.3600,36,0.3600,KXNFLGAME-25OCT06KCJAC-JAC
1759636800,133981,29088340,37.0,0.3700,37.0,0.3700,36.0,0.3600,,,36.0,0.3686,,,37.0,0.3700,37.0,0.3700,37,0.3700,37,0.3700,37,0.3700,37,0.3700,36,0.3600,36,0.3600,36,0.3600,36,0.3600,KXNFLGAME-25OCT06KCJAC-JAC
1759723200,702727,29088340,37.0,0.3700,37.0,0.3700,35.0,0.3500,,,36.0,0.3689,,,37.0,0.3700,37.0,0.3700,37,0.3700,37,0.3700,36,0.3600,37,0.3700,36,0.3600,36,0.3600,35,0.3500,36,0.3600,KXNFLGAME-25OCT06KCJAC-JAC
1759118400,13301,24199998,22.0,0.2200,26.0,0.2600,7.0,0.0700,,,19.0,0.1913,,,18.0,0.1800,19.0,0.1900,22,0.2200,36,0.3600,18,0.1800,18,0.1800,19,0.1900,20,0.2000,4,0.0400,16,0.1600,KXNFLGAME-25OCT05NEBUF-NE
1759204800,39578,24199998,23.0,0.2300,23.0,0.2300,19.0,0.1900,,,22.0,0.2208,,,22.0,0.2200,22.0,0.2200,23,0.2300,24,0.2400,22,0.2200,22,0.2200,22,0.2200,22,0.2200,19,0.1900,19,0.1900,KXNFLGAME-25OCT05NEBUF-NE
1759291200,73748,24199998,22.0,0.2200,23.0,0.2300,21.0,0.2100,,,22.0,0.2217,,,23.0,0.2300,23.0,0.2300,22,0.2200,23,0.2300,22,0.2200,23,0.2300,21,0.2100,22,0.2200,21,0.2100,22,0.2200,KXNFLGAME-25OCT05NEBUF-NE
1759377600,85082,24199998,22.0,0.2200,22.0,0.2200,21.0,0.2100,,,21.0,0.2187,,,21.0,0.2100,22.0,0.2200,22,0.2200,23,0.2300,22,0.2200,22,0.2200,21,0.2100,21,0.2100,21,0.2100,21,0.2100,KXNFLGAME-25OCT05NEBUF-NE
1759464000,126651,24199998,22.0,0.2200,22.0,0.2200,21.0,0.2100,,,21.0,0.2197,,,21.0,0.2100,22.0,0.2200,22,0.2200,22,0.2200,22,0.2200,22,0.2200,21,0.2100,21,0.2100,21,0.2100,21,0.2100,KXNFLGAME-25OCT05NEBUF-NE
1759550400,199162,24199998,21.0,0.2100,22.0,0.2200,20.0,0.2000,,,21.0,0.2104,,,22.0,0.2200,22.0,0.2200,21,0.2100,22,0.2200,21,0.2100,22,0.2200,20,0.2000,21,0.2100,20,0.2000,21,0.2100,KXNFLGAME-25OCT05NEBUF-NE
1759636800,271370,24199998,21.0,0.2100,21.0,0.2100,20.0,0.2000,,,20.0,0.2089,,,21.0,0.2100,21.0,0.2100,21,0.2100,21,0.2100,21,0.2100,21,0.2100,20,0.2000,20,0.2000,20,0.2000,20,0.2000,KXNFLGAME-25OCT05NEBUF-NE
1759118400,7426,27573236,82.0,0.8200,94.0,0.9400,81.0,0.8100,,,83.0,0.8362,,,84.0,0.8400,84.0,0.8400,82,0.8200,97,0.9700,80,0.8000,84,0.8400,78,0.7800,82,0.8200,3,0.0300,80,0.8000,KXNFLGAME-25OCT05NEBUF-BUF
1759204800,45223,27573236,78.0,0.7800,82.0,0.8200,77.0,0.7700,,,78.0,0.7820,,,81.0,0.8100,82.0,0.8200,78,0.7800,82,0.8200,78,0.7800,82,0.8200,77,0.7700,78,0.7800,77,0.7700,78,0.7800,KXNFLGAME-25OCT05NEBUF-BUF
1759291200,172811,27573236,79.0,0.7900,79.0,0.7900,78.0,0.7800,,,78.0,0.7853,,,78.0,0.7800,78.0,0.7800,79,0.7900,79,0.7900,78,0.7800,78,0.7800,78,0.7800,78,0.7800,77,0.7700,77,0.7700,KXNFLGAME-25OCT05NEBUF-BUF
1759377600,214492,27573236,79.0,0.7900,79.0,0.7900,78.0,0.7800,,,78.0,0.7898,,,79.0,0.7900,79.0,0.7900,79,0.7900,80,0.8000,79,0.7900,79,0.7900,78,0.7800,78,0.7800,78,0.7800,78,0.7800,KXNFLGAME-25OCT05NEBUF-BUF
1759464000,273860,27573236,80.0,0.8000,80.0,0.8000,78.0,0.7800,,,79.0,0.7955,,,79.0,0.7900,79.0,0.7900,80,0.8000,80,0.8000,79,0.7900,79,0.7900,79,0.7900,79,0.7900,78,0.7800,78,0.7800,KXNFLGAME-25OCT05NEBUF-BUF
