end_period_ts,open_interest,volume,price.close,price.high,price.low,price.max,price.mean,price.min,price.open,price.previous,price.previous_dollars,yes_ask.close,yes_ask.close_dollars,yes_ask.high,yes_ask.high_dollars,yes_ask.low,yes_ask.low_dollars,yes_ask.open,yes_ask.open_dollars,yes_bid.close,yes_bid.close_dollars,yes_bid.high,yes_bid.high_dollars,yes_bid.low,yes_bid.low_dollars,yes_bid.open,yes_bid.open_dollars,price.close_dollars,price.high_dollars,price.low_dollars,price.mean_dollars,price.open_dollars,market
1764504000,652572,8018201,85.0,85.0,85.0,,85.0,,85.0,85.0,0.8500,85,0.8500,85,0.8500,85,0.8500,85,0.8500,84,0.8400,84,0.8400,84,0.8400,84,0.8400,0.8500,0.8500,0.8500,0.8500,0.8500,KXNFLGAME-25NOV30LACAR-LA
1764507600,675792,8018201,83.0,85.0,83.0,,83.0,,85.0,85.0,0.8500,84,0.8400,85,0.8500,84,0.8400,85,0.8500,83,0.8300,84,0.8400,83,0.8300,84,0.8400,0.8300,0.8500,0.8300,0.8380,0.8500,KXNFLGAME-25NOV30LACAR-LA
1764511200,703849,8018201,85.0,85.0,83.0,,84.0,,84.0,83.0,0.8300,85,0.8500,85,0.8500,84,0.8400,84,0.8400,84,0.8400,84,0.8400,83,0.8300,83,0.8300,0.8500,0.8500,0.8300,0.8437,0.8400,KXNFLGAME-25NOV30LACAR-LA
1764514800,841853,8018201,84.0,85.0,83.0,,84.0,,85.0,85.0,0.8500,84,0.8400,85,0.8500,84,0.8400,85,0.8500,83,0.8300,84,0.8400,83,0.8300,84,0.8400,0.8400,0.8500,0.8300,0.8417,0.8500,KXNFLGAME-25NOV30LACAR-LA
1764518400,965926,8018201,83.0,84.0,82.0,,83.0,,84.0,84.0,0.8400,83,0.8300,84,0.8400,83,0.8300,84,0.8400,82,0.8200,83,0.8300,82,0.8200,83,0.8300,0.8300,0.8400,0.8200,0.8328,0.8400,KXNFLGAME-25NOV30LACAR-LA
1764522000,1109654,8018201,82.0,83.0,81.0,,82.0,,83.0,83.0,0.8300,82,0.8200,83,0.8300,82,0.8200,83,0.8300,81,0.8100,82,0.8200,81,0.8100,82,0.8200,0.8200,0.8300,0.8100,0.8260,0.8300,KXNFLGAME-25NOV30LACAR-LA
1764525600,1445085,8018201,82.0,82.0,81.0,,81.0,,82.0,82.0,0.8200,82,0.8200,82,0.8200,82,0.8200,82,0.8200,81,0.8100,81,0.8100,81,0.8100,81,0.8100,0.8200,0.8200,0.8100,0.8198,0.8200,KXNFLGAME-25NOV30LACAR-LA
1764529200,2928292,8018201,76.0,90.0,63.0,,77.0,,82.0,82.0,0.8200,74,0.7400,90,0.9000,63,0.6300,82,0.8200,72,0.7200,89,0.8900,61,0.6100,81,0.8100,0.7600,0.9000,0.6300,0.7786,0.8200,KXNFLGAME-25NOV30LACAR-LA
1764532800,3554544,8018201,46.0,88.0,33.0,,72.0,,74.0,76.0,0.7600,46,0.4600,88,0.8800,45,0.4500,74,0.7400,42,0.4200,85,0.8500,31,0.3100,72,0.7200,0.4600,0.8800,0.3300,0.7208,0.7400,KXNFLGAME-25NOV30LACAR-LA
1763931600,613,8026699,22.0,32.0,22.0,,28.0,,32.0,21.0,0.2100,33,0.3300,33,0.3300,23,0.2300,23,0.2300,21,0.2100,22,0.2200,21,0.2100,21,0.2100,0.2200,0.3200,0.2200,0.2867,0.3200,KXNFLGAME-25NOV30LACAR-CAR
1763935200,613,8026699,,,,,,,,22.0,0.2200,32,0.3200,33,0.3300,32,0.3200,33,0.3300,22,0.2200,22,0.2200,21,0.2100,21,0.2100,,,,,,KXNFLGAME-25NOV30LACAR-CAR
1763938800,613,8026699,,,,,,,,22.0,0.2200,32,0.3200,33,0.3300,31,0.3100,32,0.3200,21,0.2100,22,0.2200,21,0.2100,22,0.2200,,,,,,KXNFLGAME-25NOV30LACAR-CAR
1763942400,922,8026699,21.0,22.0,21.0,,21.0,,21.0,22.0,0.2200,19,0.1900,32,0.3200,19,0.1900,32,0.3200,15,0.1500,22,0.2200,15,0.1500,21,0.2100,0.2100,0.2200,0.2100,0.2105,0.2100,KXNFLGAME-25NOV30LACAR-CAR
1763946000,1149,8026699,19.0,19.0,19.0,,19.0,,19.0,21.0,0.2100,19,0.1900,19,0.1900,19,0.1900,19,0.1900,15,0.1500,15,0.1500,15,0.1500,15,0.1500,0.1900,0.1900,0.1900,0.1900,0.1900,KXNFLGAME-25NOV30LACAR-CAR
1763949600,1156,8026699,31.0,31.0,19.0,,28.0,,19.0,19.0,0.1900,31,0.3100,32,0.3200,19,0.1900,19,0.1900,16,0.1600,16,0.1600,15,0.1500,15,0.1500,0.3100,0.3100,0.1900,0.2847,0.1900,KXNFLGAME-25NOV30LACAR-CAR
1763953200,1156,8026699,,,,,,,,31.0,0.3100,32,0.3200,32,0.3200,31,0.3100,31,0.3100,15,0.1500,16,0.1600,15,0.1500,16,0.1600,,,,,,KXNFLGAME-25NOV30LACAR-CAR
1763956800,1185,8026699,32.0,32.0,31.0,,31.0,,31.0,31.0,0.3100,31,0.3100,32,0.3200,31,0.3100,32,0.3200,16,0.1600,16,0.1600,15,0.1500,15,0.1500,0.3200,0.3200,0.3100,0.3141,0.3100,KXNFLGAME-25NOV30LACAR-CAR
1763960400,1213,8026699,32.0,32.0,32.0,,32.0,,32.0,32.0,0.3200,17,0.1700,32,0.3200,17,0.1700,31,0.3100,15,0.1500,16,0.1600,15,0.1500,16,0.1600,0.3200,0.3200,0.3200,0.3200,0.3200,KXNFLGAME-25NOV30LACAR-CAR
1763964000,1213,8026699,,,,,,,,32.0,0.3200,17,0.1700,17,0.1700,17,0.1700,17,0.1700,15,0.1500,15,0.1500,15,0.1500,15,0.1500,,,,,,KXNFLGAME-25NOV30LACAR-CAR
1763967600,1213,8026699,,,,,,,,32.0,0.3200,17,0.1700,17,0.1700,17,0.1700,17,0.1700,15,0.1500,15,0.1500,15,0.1500,15,0.1500,,,,,,KXNFLGAME-25NOV30LACAR-CAR
1763971200,1218,8026699,17.0,17.0,17.0,,17.0,,17.0,32.0,0.3200,17,0.1700,17,0.1700,17,0.1700,17,0.1700,15,0.1500,15,0.1500,15,0.1500,15,0.1500,0.1700,0.1700,0.1700,0.1700,0.1700,KXNFLGAME-25NOV30LACAR-CAR
1763974800,1218,8026699,,,,,,,,17.0,0.1700,17,0.1700,17,0.1700,17,0.1700,17,0.1700,15,0.1500,15,0.1500,15,0.1500,15,0.1500,,,,,,KXNFLGAME-25NOV30LACAR-CAR
1763978400,1218,8026699,,,,,,,,17.0,0.1700,17,0.1700,17,0.1700,17,0.1700,17,0.1700,15,0.1500,15,0.1500,15,0.1500,15,0.1500,,,,,,KXNFLGAME-25NOV30LACAR-CAR
1763982000,1218,8026699,,,,,,,,17.0,0.1700,17,0.1700,17,0.1700,17,0.1700,17,0.1700,15,0.1500,15,0.1500,15,0.1500,15,0.1500,,,,,,KXNFLGAME-25NOV30LACAR-CAR
1763985600,1268,8026699,17.0,17.0,17.0,,17.0,,17.0,17.0,0.1700,17,0.1700,17,0.1700,17,0.1700,17,0.1700,15,0.1500,15,0.1500,15,0.1500,15,0.1500,0.1700,0.1700,0.1700,0.1700,0.1700,KXNFLGAME-25NOV30LACAR-CAR
1763989200,1268,8026699,,,,,,,,17.0,0.1700,18,0.1800,18,0.1800,17,0.1700,17,0.1700,15,0.1500,15,0.1500,15,0.1500,15,0.1500,,,,,,KXNFLGAME-25NOV30LACAR-CAR
1763992800,1289,8026699,15.0,18.0,15.0,,17.0,,18.0,17.0,0.1700,15,0.1500,18,0.1800,15,0.1500,18,0.1800,14,0.1400,15,0.1500,14,0.1400,15,0.1500,0.1500,0.1800,0.1500,0.1786,0.1800,KXNFLGAME-25NOV30LACAR-CAR
1763996400,1344,8026699,15.0,15.0,15.0,,15.0,,15.0,15.0,0.1500,15,0.1500,15,0.1500,15,0.1500,15,0.1500,14,0.1400,14,0.1400,14,0.1400,14,0.1400,0.1500,0.1500,0.1500,0.1500,0.1500,KXNFLGAME-25NOV30LACAR-CAR
1764000000,12932,8026699,16.0,16.0,14.0,,15.0,,15.0,15.0,0.1500,16,0.1600,18,0.1800,15,0.1500,15,0.1500,15,0.1500,15,0.1500,13,0.1300,14,0.1400,0.1600,0.1600,0.1400,0.1500,0.1500,KXNFLGAME-25NOV30LACAR-CAR
1764003600,13101,8026699,16.0,16.0,16.0,,16.0,,16.0,16.0,0.1600,16,0.1600,16,0.1600,16,0.1600,16,0.1600,15,0.1500,15,0.1500,15,0.1500,15,0.1500,0.1600,0.1600,0.1600,0.1600,0.1600,KXNFLGAME-25NOV30LACAR-CAR
1764007200,13804,8026699,16.0,17.0,16.0,,16.0,,16.0,16.0,0.1600,16,0.1600,17,0.1700,16,0.1600,16,0.1600,15,0.1500,16,0.1600,13,0.1300,15,0.1500,0.1600,0.1700,0.1600,0.1604,0.1600,KXNFLGAME-25NOV30LACAR-CAR
1764010800,14092,8026699,16.0,16.0,16.0,,16.0,,16.0,16.0,0.1600,16,0.1600,16,0.1600,16,0.1600,16,0.1600,15,0.1500,15,0.1500,15,0.1500,15,0.1500,0.1600,0.1600,0.1600,0.1600,0.1600,KXNFLGAME-25NOV30LACAR-CAR
1764014400,14652,8026699,16.0,16.0,16.0,,16.0,,16.0,16.0,0.1600,16,0.1600,16,0.1600,16,0.1600,16,0.1600,15,0.1500,15,0.1500,15,0.1500,15,0.1500,0.1600,0.1600,0.1600,0.1600,0.1600,KXNFLGAME-25NOV30LACAR-CAR
1764018000,14829,8026699,15.0,16.0,14.0,,14.0,,16.0,16.0,0.1600,14,0.1400,16,0.1600,14,0.1400,16,0.1600,13,0.1300,15,0.1500,13,0.1300,15,0.1500,0.1500,0.1600,0.1400,0.1428,0.1600,KXNFLGAME-25NOV30LACAR-CAR
1764021600,15120,8026699,14.0,14.0,14.0,,14.0,,14.0,15.0,0.1500,14,0.1400,15,0.1500,14,0.1400,14,0.1400,13,0.1300,14,0.1400,13,0.1300,13,0.1300,0.1400,0.1400,0.1400,0.1400,0.1400,KXNFLGAME-25NOV30LACAR-CAR
1764025200,15320,8026699,15.0,15.0,14.0,,14.0,,14.0,14.0,0.1400,14,0.1400,15,0.1500,14,0.1400,14,0.1400,13,0.1300,14,0.1400,13,0.1300,13,0.1300,0.1500,0.1500,0.1400,0.1467,0.1400,KXNFLGAME-25NOV30LACAR-CAR
1764028800,15370,8026699,15.0,15.0,14.0,,14.0,,14.0,15.0,0.1500,15,0.1500,15,0.1500,14,0.1400,14,0.1400,14,0.1400,14,0.1400,13,0.1300,13,0.1300,0.1500,0.1500,0.1400,0.1494,0.1400,KXNFLGAME-25NOV30LACAR-CAR
1764032400,15370,8026699,15.0,15.0,15.0,,15.0,,15.0,15.0,0.1500,15,0.1500,15,0.1500,15,0.1500,15,0.1500,14,0.1400,14,0.1400,14,0.1400,14,0.1400,0.1500,0.1500,0.1500,0.1500,0.1500,KXNFLGAME-25NOV30LACAR-CAR
1764036000,15370,8026699,14.0,15.0,14.0,,14.0,,15.0,15.0,0.1500,15,0.1500,15,0.1500,15,0.1500,15,0.1500,14,0.1400,14,0.1400,14,0.1400,14,0.1400,0.1400,0.1500,0.1400,0.1462,0.1500,KXNFLGAME-25NOV30LACAR-CAR
1764039600,15370,8026699,15.0,15.0,15.0,,15.0,,15.0,14.0,0.1400,15,0.1500,15,0.1500,15,0.1500,15,0.1500,14,0.1400,14,0.1400,14,0.1400,14,0.1400,0.1500,0.1500,0.1500,0.1500,0.1500,KXNFLGAME-25NOV30LACAR-CAR
1764043200,15345,8026699,14.0,15.0,14.0,,14.0,,15.0,15.0,0.1500,15,0.1500,15,0.1500,15,0.1500,15,0.1500,14,0.1400,14,0.1400,14,0.1400,14,0.1400,0.1400,0.1500,0.1400,0.1474,0.1500,KXNFLGAME-25NOV30LACAR-CAR
1764046800,15345,8026699,15.0,15.0,15.0,,15.0,,15.0,14.0,0.1400,14,0.1400,15,0.1500,14,0.1400,15,0.1500,13,0.1300,14,0.1400,13,0.1300,14,0.1400,0.1500,0.1500,0.1500,0.1500,0.1500,KXNFLGAME-25NOV30LACAR-CAR
1764050400,15430,8026699,15.0,15.0,14.0,,14.0,,14.0,15.0,0.1500,15,0.1500,15,0.1500,14,0.1400,14,0.1400,14,0.1400,14,0.1400,12,0.1200,13,0.1300,0.1500,0.1500,0.1400,0.1477,0.1400,KXNFLGAME-25NOV30LACAR-CAR
1764054000,15430,8026699,15.0,15.0,15.0,,15.0,,15.0,15.0,0.1500,15,0.1500,15,0.1500,15,0.1500,15,0.1500,14,0.1400,14,0.1400,14,0.1400,14,0.1400,0.1500,0.1500,0.1500,0.1500,0.1500,KXNFLGAME-25NOV30LACAR-CAR
1764057600,15430,8026699,15.0,15.0,15.0,,15.0,,15.0,15.0,0.1500,15,0.1500,15,0.1500,15,0.1500,15,0.1500,14,0.1400,14,0.1400,14,0.1400,14,0.1400,0.1500,0.1500,0.1500,0.1500,0.1500,KXNFLGAME-25NOV30LACAR-CAR
1764061200,15430,8026699,15.0,15.0,15.0,,15.0,,15.0,15.0,0.1500,15,0.1500,15,0.1500,15,0.1500,15,0.1500,14,0.1400,14,0.1400,14,0.1400,14,0.1400,0.1500,0.1500,0.1500,0.1500,0.1500,KXNFLGAME-25NOV30LACAR-CAR
1764064800,15430,8026699,15.0,15.0,15.0,,15.0,,15.0,15.0,0.1500,15,0.1500,15,0.1500,15,0.1500,15,0.1500,14,0.1400,14,0.1400,14,0.1400,14,0.1400,0.1500,0.1500,0.1500,0.1500,0.1500,KXNFLGAME-25NOV30LACAR-CAR
1764068400,15430,8026699,15.0,15.0,15.0,,15.0,,15.0,15.0,0.1500,15,0.1500,15,0.1500,15,0.1500,15,0.1500,14,0.1400,14,0.1400,14,0.1400,14,0.1400,0.1500,0.1500,0.1500,0.1500,0.1500,KXNFLGAME-25NOV30LACAR-CAR
1764072000,15430,8026699,15.0,15.0,15.0,,15.0,,15.0,15.0,0.1500,15,0.1500,15,0.1500,15,0.1500,15,0.1500,14,0.1400,14,0.1400,14,0.1400,14,0.1400,0.1500,0.1500,0.1500,0.1500,0.1500,KXNFLGAME-25NOV30LACAR-CAR
1764075600,15430,8026699,15.0,15.0,15.0,,15.0,,15.0,15.0,0.1500,15,0.1500,15,0.1500,15,0.1500,15,0.1500,14,0.1400,14,0.1400,14,0.1400,14,0.1400,0.1500,0.1500,0.1500,0.1500,0.1500,KXNFLGAME-25NOV30LACAR-CAR
1764079200,15430,8026699,15.0,15.0,15.0,,15.0,,15.0,15.0,0.1500,15,0.1500,15,0.1500,15,0.1500,15,0.1500,14,0.1400,14,0.1400,14,0.1400,14,0.1400,0.1500,0.1500,0.1500,0.1500,0.1500,KXNFLGAME-25NOV30LACAR-CAR
1764082800,15430,8026699,15.0,15.0,15.0,,15.0,,15.0,15.0,0.1500,15,0.1500,15,0.1500,15,0.1500,15,0.1500,14,0.1400,14,0.1400,14,0.1400,14,0.1400,0.1500,0.1500,0.1500,0.1500,0.1500,KXNFLGAME-25NOV30LACAR-CAR
1764086400,15620,8026699,15.0,15.0,15.0,,15.0,,15.0,15.0,0.1500,16,0.1600,16,0.1600,15,0.1500,15,0.1500,15,0.1500,15,0.1500,14,0.1400,14,0.1400,0.1500,0.1500,0.1500,0.1500,0.1500,KXNFLGAME-25NOV30LACAR-CAR
1764090000,16536,8026699,16.0,17.0,16.0,,16.0,,16.0,15.0,0.1500,17,0.1700,18,0.1800,16,0.1600,16,0.1600,16,0.1600,16,0.1600,15,0.1500,15,0.1500,0.1600,0.1700,0.1600,0.1671,0.1600,KXNFLGAME-25NOV30LACAR-CAR
1764093600,17549,8026699,17.0,17.0,16.0,,16.0,,17.0,16.0,0.1600,17,0.1700,17,0.1700,17,0.1700,17,0.1700,16,0.1600,16,0.1600,16,0.1600,16,0.1600,0.1700,0.1700,0.1600,0.1699,0.1700,KXNFLGAME-25NOV30LACAR-CAR
1764097200,18240,8026699,17.0,17.0,16.0,,16.0,,17.0,17.0,0.1700,17,0.1700,17,0.1700,17,0.1700,17,0.1700,16,0.1600,16,0.1600,16,0.1600,16,0.1600,0.1700,0.1700,0.1600,0.1696,0.1700,KXNFLGAME-25NOV30LACAR-CAR
1764100800,18241,8026699,17.0,17.0,17.0,,17.0,,17.0,17.0,0.1700,17,0.1700,17,0.1700,17,0.1700,17,0.1700,16,0.1600,16,0.1600,16,0.1600,16,0.1600,0.1700,0.1700,0.1700,0.1700,0.1700,KXNFLGAME-25NOV30LACAR-CAR
1764104400,18562,8026699,17.0,17.0,17.0,,17.0,,17.0,17.0,0.1700,17,0.1700,17,0.1700,17,0.1700,17,0.1700,16,0.1600,16,0.1600,16,0.1600,16,0.1600,0.1700,0.1700,0.1700,0.1700,0.1700,KXNFLGAME-25NOV30LACAR-CAR
1764108000,19263,8026699,16.0,17.0,16.0,,16.0,,17.0,17.0,0.1700,17,0.1700,17,0.1700,17,0.1700,17,0.1700,16,0.1600,16,0.1600,16,0.1600,16,0.1600,0.1600,0.1700,0.1600,0.1699,0.1700,KXNFLGAME-25NOV30LACAR-CAR
1764111600,19642,8026699,17.0,17.0,16.0,,16.0,,17.0,16.0,0.1600,17,0.1700,17,0.1700,17,0.1700,17,0.1700,16,0.1600,16,0.1600,16,0.1600,16,0.1600,0.1700,0.1700,0.1600,0.1699,0.1700,KXNFLGAME-25NOV30LACAR-CAR
1764115200,19764,8026699,17.0,17.0,17.0,,17.0,,17.0,17.0,0.1700,17,0.1700,17,0.1700,17,0.1700,17,0.1700,16,0.1600,16,0.1600,16,0.1600,16,0.1600,0.1700,0.1700,0.1700,0.1700,0.1700,KXNFLGAME-25NOV30LACAR-CAR
1764118800,19816,8026699,16.0,17.0,16.0,,16.0,,17.0,17.0,0.1700,17,0.1700,17,0.1700,17,0.1700,17,0.1700,16,0.1600,16,0.1600,16,0.1600,16,0.1600,0.1600,0.1700,0.1600,0.1634,0.1700,KXNFLGAME-25NOV30LACAR-CAR
1764122400,20121,8026699,17.0,17.0,17.0,,17.0,,17.0,16.0,0.1600,17,0.1700,17,0.1700,17,0.1700,17,0.1700,16,0.1600,16,0.1600,16,0.1600,16,0.1600,0.1700,0.1700,0.1700,0.1700,0.1700,KXNFLGAME-25NOV30LACAR-CAR
1764126000,20511,8026699,17.0,17.0,17.0,,17.0,,17.0,17.0,0.1700,17,0.1700,17,0.1700,17,0.1700,17,0.1700,16,0.1600,16,0.1600,16,0.1600,16,0.1600,0.1700,0.1700,0.1700,0.1700,0.1700,KXNFLGAME-25NOV30LACAR-CAR
1764129600,20612,8026699,17.0,17.0,17.0,,17.0,,17.0,17.0,0.1700,17,0.1700,17,0.1700,17,0.1700,17,0.1700,16,0.1600,16,0.1600,16,0.1600,16,0.1600,0.1700,0.1700,0.1700,0.1700,0.1700,KXNFLGAME-25NOV30LACAR-CAR
1764133200,22040,8026699,18.0,18.0,17.0,,17.0,,17.0,17.0,0.1700,18,0.1800,18,0.1800,17,0.1700,17,0.1700,16,0.1600,16,0.1600,16,0.1600,16,0.1600,0.1800,0.1800,0.1700,0.1700,0.1700,KXNFLGAME-25NOV30LACAR-CAR
1764136800,22055,8026699,17.0,17.0,17.0,,17.0,,17.0,18.0,0.1800,17,0.1700,18,0.1800,17,0.1700,18,0.1800,16,0.1600,16,0.1600,16,0.1600,16,0.1600,0.1700,0.1700,0.1700,0.1700,0.1700,KXNFLGAME-25NOV30LACAR-CAR
1764140400,22175,8026699,17.0,17.0,17.0,,17.0,,17.0,17.0,0.1700,17,0.1700,17,0.1700,17,0.1700,17,0.1700,16,0.1600,16,0.1600,16,0.1600,16,0.1600,0.1700,0.1700,0.1700,0.1700,0.1700,KXNFLGAME-25NOV30LACAR-CAR
1764144000,22529,8026699,17.0,18.0,17.0,,17.0,,17.0,17.0,0.1700,17,0.1700,18,0.1800,17,0.1700,17,0.1700,16,0.1600,16,0.1600,16,0.1600,16,0.1600,0.1700,0.1800,0.1700,0.1707,0.1700,KXNFLGAME-25NOV30LACAR-CAR
1764147600,22545,8026699,17.0,17.0,17.0,,17.0,,17.0,17.0,0.1700,17,0.1700,17,0.1700,17,0.1700,17,0.1700,16,0.1600,16,0.1600,16,0.1600,16,0.1600,0.1700,0.1700,0.1700,0.1700,0.1700,KXNFLGAME-25NOV30LACAR-CAR
1764151200,22545,8026699,,,,,,,,17.0,0.1700,17,0.1700,18,0.1800,17,0.1700,17,0.1700,16,0.1600,16,0.1600,16,0.1600,16,0.1600,,,,,,KXNFLGAME-25NOV30LACAR-CAR
1764154800,22819,8026699,17.0,17.0,17.0,,17.0,,17.0,17.0,0.1700,17,0.1700,17,0.1700,17,0.1700,17,0.1700,16,0.1600,16,0.1600,16,0.1600,16,0.1600,0.1700,0.1700,0.1700,0.1700,0.1700,KXNFLGAME-25NOV30LACAR-CAR
1764158400,22949,8026699,17.0,17.0,17.0,,17.0,,17.0,17.0,0.1700,17,0.1700,17,0.1700,17,0.1700,17,0.1700,16,0.1600,16,0.1600,16,0.1600,16,0.1600,0.1700,0.1700,0.1700,0.1700,0.1700,KXNFLGAME-25NOV30LACAR-CAR
1764162000,22950,8026699,17.0,17.0,17.0,,17.0,,17.0,17.0,0.1700,17,0.1700,17,0.1700,17,0.1700,17,0.1700,16,0.1600,16,0.1600,16,0.1600,16,0.1600,0.1700,0.1700,0.1700,0.1700,0.1700,KXNFLGAME-25NOV30LACAR-CAR
1764165600,23145,8026699,17.0,17.0,17.0,,17.0,,17.0,17.0,0.1700,18,0.1800,18,0.1800,17,0.1700,17,0.1700,16,0.1600,16,0.1600,16,0.1600,16,0.1600,0.1700,0.1700,0.1700,0.1700,0.1700,KXNFLGAME-25NOV30LACAR-CAR
1764169200,23801,8026699,18.0,18.0,18.0,,18.0,,18.0,17.0,0.1700,18,0.1800,18,0.1800,18,0.1800,18,0.1800,16,0.1600,16,0.1600,16,0.1600,16,0.1600,0.1800,0.1800,0.1800,0.1800,0.1800,KXNFLGAME-25NOV30LACAR-CAR
1764172800,23942,8026699,17.0,17.0,17.0,,17.0,,17.0,18.0,0.1800,18,0.1800,18,0.1800,17,0.1700,18,0.1800,16,0.1600,16,0.1600,16,0.1600,16,0.1600,0.1700,0.1700,0.1700,0.1700,0.1700,KXNFLGAME-25NOV30LACAR-CAR
1764176400,25436,8026699,18.0,18.0,18.0,,18.0,,18.0,17.0,0.1700,18,0.1800,18,0.1800,18,0.1800,18,0.1800,16,0.1600,16,0.1600,16,0.1600,16,0.1600,0.1800,0.1800,0.1800,0.1800,0.1800,KXNFLGAME-25NOV30LACAR-CAR
1764180000,26107,8026699,18.0,18.0,18.0,,18.0,,18.0,18.0,0.1800,18,0.1800,18,0.1800,18,0.1800,18,0.1800,17,0.1700,17,0.1700,16,0.1600,16,0.1600,0.1800,0.1800,0.1800,0.1800,0.1800,KXNFLGAME-25NOV30LACAR-CAR
1764183600,26345,8026699,18.0,18.0,18.0,,18.0,,18.0,18.0,0.1800,18,0.1800,18,0.1800,18,0.1800,18,0.1800,17,0.1700,17,0.1700,17,0.1700,17,0.1700,0.1800,0.1800,0.1800,0.1800,0.1800,KXNFLGAME-25NOV30LACAR-CAR
1764187200,26627,8026699,18.0,18.0,18.0,,18.0,,18.0,18.0,0.1800,18,0.1800,18,0.1800,18,0.1800,18,0.1800,17,0.1700,17,0.1700,17,0.1700,17,0.1700,0.1800,0.1800,0.1800,0.1800,0.1800,KXNFLGAME-25NOV30LACAR-CAR
1764190800,26940,8026699,18.0,18.0,18.0,,18.0,,18.0,18.0,0.1800,18,0.1800,18,0.1800,18,0.1800,18,0.1800,17,0.1700,17,0.1700,17,0.1700,17,0.1700,0.1800,0.1800,0.1800,0.1800,0.1800,KXNFLGAME-25NOV30LACAR-CAR
1764194400,27528,8026699,18.0,18.0,17.0,,17.0,,18.0,18.0,0.1800,18,0.1800,18,0.1800,18,0.1800,18,0.1800,17,0.1700,17,0.1700,17,0.1700,17,0.1700,0.1800,0.1800,0.1700,0.1798,0.1800,KXNFLGAME-25NOV30LACAR-CAR
1764198000,28363,8026699,18.0,18.0,18.0,,18.0,,18.0,18.0,0.1800,18,0.1800,18,0.1800,18,0.1800,18,0.1800,17,0.1700,17,0.1700,17,0.1700,17,0.1700,0.1800,0.1800,0.1800,0.1800,0.1800,KXNFLGAME-25NOV30LACAR-CAR
1764201600,28483,8026699,18.0,18.0,18.0,,18.0,,18.0,18.0,0.1800,18,0.1800,18,0.1800,18,0.1800,18,0.1800,17,0.1700,17,0.1700,17,0.1700,17,0.1700,0.1800,0.1800,0.1800,0.1800,0.1800,KXNFLGAME-25NOV30LACAR-CAR
1764205200,29400,8026699,18.0,18.0,18.0,,18.0,,18.0,18.0,0.1800,18,0.1800,18,0.1800,18,0.1800,18,0.1800,17,0.1700,17,0.1700,17,0.1700,17,0.1700,0.1800,0.1800,0.1800,0.1800,0.1800,KXNFLGAME-25NOV30LACAR-CAR
1764208800,29589,8026699,18.0,18.0,18.0,,18.0,,18.0,18.0,0.1800,18,0.1800,18,0.1800,18,0.1800,18,0.1800,17,0.1700,17,0.1700,17,0.1700,17,0.1700,0.1800,0.1800,0.1800,0.1800,0.1800,KXNFLGAME-25NOV30LACAR-CAR
1764212400,29737,8026699,18.0,18.0,17.0,,17.0,,18.0,18.0,0.1800,18,0.1800,18,0.1800,18,0.1800,18,0.1800,17,0.1700,17,0.1700,17,0.1700,17,0.1700,0.1800,0.1800,0.1700,0.1799,0.1800,KXNFLGAME-25NOV30LACAR-CAR
1764216000,30168,8026699,18.0,18.0,17.0,,17.0,,18.0,18.0,0.1800,18,0.1800,18,0.1800,18,0.1800,18,0.1800,17,0.1700,17,0.1700,17,0.1700,17,0.1700,0.1800,0.1800,0.1700,0.1771,0.1800,KXNFLGAME-25NOV30LACAR-CAR
1764219600,31696,8026699,18.0,18.0,18.0,,18.0,,18.0,18.0,0.1800,18,0.1800,18,0.1800,18,0.1800,18,0.1800,17,0.1700,17,0.1700,17,0.1700,17,0.1700,0.1800,0.1800,0.1800,0.1800,0.1800,KXNFLGAME-25NOV30LACAR-CAR
1764223200,31844,8026699,19.0,19.0,17.0,,18.0,,18.0,18.0,0.1800,18,0.1800,19,0.1900,18,0.1800,18,0.1800,17,0.1700,17,0.1700,17,0.1700,17,0.1700,0.1900,0.1900,0.1700,0.1840,0.1800,KXNFLGAME-25NOV30LACAR-CAR
1764226800,32157,8026699,19.0,19.0,17.0,,18.0,,19.0,19.0,0.1900,19,0.1900,19,0.1900,18,0.1800,18,0.1800,17,0.1700,17,0.1700,17,0.1700,17,0.1700,0.1900,0.1900,0.1700,0.1857,0.1900,KXNFLGAME-25NOV30LACAR-CAR
1764230400,33265,8026699,19.0,19.0,17.0,,18.0,,18.0,19.0,0.1900,19,0.1900,19,0.1900,18,0.1800,19,0.1900,17,0.1700,17,0.1700,17,0.1700,17,0.1700,0.1900,0.1900,0.1700,0.1809,0.1800,KXNFLGAME-25NOV30LACAR-CAR
1764234000,33265,8026699,,,,,,,,19.0,0.1900,19,0.1900,19,0.1900,19,0.1900,19,0.1900,17,0.1700,17,0.1700,17,0.1700,17,0.1700,,,,,,KXNFLGAME-25NOV30LACAR-CAR
1764237600,33265,8026699,,,,,,,,19.0,0.1900,19,0.1900,19,0.1900,19,0.1900,19,0.1900,17,0.1700,17,0.1700,17,0.1700,17,0.1700,,,,,,KXNFLGAME-25NOV30LACAR-CAR
1764241200,33286,8026699,19.0,19.0,19.0,,19.0,,19.0,19.0,0.1900,19,0.1900,19,0.1900,19,0.1900,19,0.1900,17,0.1700,17,0.1700,17,0.1700,17,0.1700,0.1900,0.1900,0.1900,0.1900,0.1900,KXNFLGAME-25NOV30LACAR-CAR
